m_urn,age,gender,ethnicity,nationality,n_followers
urn:li:member:37202047,47,Male,Black,east_asian,473
urn:li:member:1460507,54,Female,White,european,873
urn:li:member:21476047,64,Male,Black,nordic,675
urn:li:member:108571,49,Male,White,muslim,811
urn:li:member:36688885,51,Male,White,celtic_english,625
urn:li:member:125577113,39,Male,Black,celtic_english,4013
urn:li:member:7732508,41,Female,White,south_asian,424
urn:li:member:6468469,42,Male,Black,south_asian,349
urn:li:member:35157998,33,Male,White,east_asian,112
urn:li:member:389891119,49,Male,White,european,632
urn:li:member:15867491,39,Male,Asian,east_asian,194
urn:li:member:40607376,40,Male,White,celtic_english,345
urn:li:member:79472368,36,Male,Black,celtic_english,339
urn:li:member:199351668,41,Male,White,celtic_english,648
urn:li:member:63986600,53,Male,White,celtic_english,1534
urn:li:member:13046406,43,Female,White,european,214
urn:li:member:13274209,50,Male,White,muslim,1739
urn:li:member:5785504,38,Male,Black,hispanic,529
urn:li:member:41560445,53,Male,White,celtic_english,2941
urn:li:member:15074775,47,Female,White,european,268
urn:li:member:84222176,41,Male,White,hispanic,3061
urn:li:member:15478389,51,Male,White,european,1104
urn:li:member:8624789,47,Male,White,african,2454
urn:li:member:29031789,65,Male,White,celtic_english,374
urn:li:member:54274561,34,Male,Asian,east_asian,674
urn:li:member:35969623,38,Male,Asian,european,622
urn:li:member:97145159,33,Male,White,south_asian,1878
urn:li:member:42793011,50,Male,White,muslim,912
urn:li:member:14486970,63,Male,White,european,556
urn:li:member:55345637,39,Male,Asian,south_asian,1693
urn:li:member:15344552,42,Female,Asian,south_asian,1846
urn:li:member:171221733,34,Male,Asian,muslim,232
urn:li:member:400595732,45,Female,White,hispanic,0
urn:li:member:10952843,36,Male,Asian,celtic_english,660
urn:li:member:56768946,33,Male,White,celtic_english,1007
urn:li:member:148189065,43,Male,White,celtic_english,0
urn:li:member:155901338,32,Male,White,european,1088
urn:li:member:82424242,33,Male,White,celtic_english,392
urn:li:member:82541129,35,Male,White,hispanic,296
urn:li:member:410987,55,Male,White,hispanic,222
urn:li:member:10527590,26,Male,White,south_asian,722
urn:li:member:4568773,49,Male,White,celtic_english,1040
urn:li:member:8301243,47,Female,White,celtic_english,1214
urn:li:member:80650298,54,Female,White,celtic_english,53
urn:li:member:6963881,35,Male,White,south_asian,636
urn:li:member:1702691,50,Male,White,celtic_english,496
urn:li:member:1238502,48,Male,White,east_asian,546
urn:li:member:3250027,46,Male,White,south_asian,241
urn:li:member:2761122,47,Male,White,celtic_english,1866
urn:li:member:31479419,41,Female,Asian,east_asian,2191
urn:li:member:573395371,37,Male,White,hispanic,438
urn:li:member:1447973,61,Female,White,celtic_english,510
urn:li:member:300185604,42,Female,White,celtic_english,2127
urn:li:member:2061739,44,Female,White,celtic_english,774
urn:li:member:21412396,23,Female,White,european,415
urn:li:member:98194198,24,Male,Asian,south_asian,1242
urn:li:member:24633007,30,Male,Black,african,1630
urn:li:member:2266961,27,Female,White,hispanic,961
urn:li:member:207761004,23,Female,Asian,east_asian,75
urn:li:member:1231103,69,Male,White,celtic_english,880
urn:li:member:1869136,23,Male,Asian,european,947
urn:li:member:175758832,30,Female,Asian,east_asian,237
urn:li:member:11137772,44,Female,White,european,634
urn:li:member:9393698,69,Male,White,celtic_english,0
urn:li:member:374895872,24,Female,White,celtic_english,27
urn:li:member:216417847,34,Male,White,muslim,1191
urn:li:member:86777375,59,Male,Asian,celtic_english,502
urn:li:member:60605388,56,Male,White,european,430
urn:li:member:33948496,38,Male,Asian,east_asian,557
urn:li:member:22623921,27,Male,Asian,european,1003
urn:li:member:423217347,49,Male,White,european,463
urn:li:member:93848162,34,Female,White,south_asian,1258
urn:li:member:90117642,46,Male,White,celtic_english,289
urn:li:member:4784442,54,Male,White,celtic_english,2368
urn:li:member:57781481,42,Male,White,celtic_english,620
urn:li:member:165006840,40,Female,White,east_asian,479
urn:li:member:77435564,40,Male,Black,south_asian,1820
urn:li:member:115730566,42,Male,Black,hispanic,1358
urn:li:member:3208061,40,Female,Asian,south_asian,654
urn:li:member:288589832,35,Male,White,european,180
urn:li:member:61353594,36,Male,White,european,830
urn:li:member:21715690,33,Male,Black,celtic_english,432
urn:li:member:130335666,22,Male,Asian,east_asian,406
urn:li:member:45927347,57,Female,White,celtic_english,337
urn:li:member:17030819,58,Male,White,celtic_english,1083
urn:li:member:24965745,38,Female,Asian,east_asian,618
urn:li:member:161916538,32,Male,White,south_asian,1590
urn:li:member:233483590,23,Female,Asian,east_asian,843
urn:li:member:211686554,33,Male,White,east_asian,1082
urn:li:member:187112330,62,Male,Black,hispanic,2449
urn:li:member:6508640,52,Male,White,celtic_english,303
urn:li:member:51015962,32,Male,Asian,east_asian,1229
urn:li:member:209372711,36,Male,White,muslim,969
urn:li:member:5375403,25,Male,White,european,594
urn:li:member:74600522,37,Male,White,muslim,771
urn:li:member:11942394,48,Male,White,european,1340
urn:li:member:68977072,27,Male,White,south_asian,690
urn:li:member:78593462,35,Female,White,hispanic,623
urn:li:member:247900862,47,Male,White,celtic_english,351
urn:li:member:5060577,47,Male,White,south_asian,1934
urn:li:member:78300022,68,Male,White,celtic_english,1204
urn:li:member:447423,53,Male,White,european,732
urn:li:member:28578807,40,Male,Asian,celtic_english,462
urn:li:member:9208304,58,Male,White,celtic_english,358
urn:li:member:11513209,36,Male,Asian,hispanic,12706
urn:li:member:74841979,43,Male,White,european,1266
urn:li:member:15975968,52,Female,White,celtic_english,2043
urn:li:member:11217673,36,Male,White,european,773
urn:li:member:18371926,57,Male,White,celtic_english,3191
urn:li:member:849152,64,Male,White,celtic_english,659
urn:li:member:374177,53,Male,White,european,2824
urn:li:member:2403971,49,Male,White,celtic_english,634
urn:li:member:5452657,41,Female,Black,celtic_english,2072
urn:li:member:5914087,48,Male,White,celtic_english,924
urn:li:member:81397194,34,Male,White,south_asian,2801
urn:li:member:55713467,39,Male,White,hispanic,1043
urn:li:member:30293811,37,Male,White,south_asian,215
urn:li:member:93274926,44,Male,White,hispanic,787
urn:li:member:29178636,58,Male,Asian,celtic_english,520
urn:li:member:138750,39,Male,White,nordic,655
urn:li:member:963822,48,Male,White,south_asian,0
urn:li:member:7607396,42,Male,White,celtic_english,535
urn:li:member:60043841,33,Male,Black,south_asian,204
urn:li:member:10250821,41,Male,Black,celtic_english,0
urn:li:member:3326116,52,Male,White,celtic_english,282
urn:li:member:51572257,45,Male,Black,celtic_english,686
urn:li:member:1780803,45,Male,Black,celtic_english,1457
urn:li:member:56104623,49,Female,White,hispanic,1332
urn:li:member:270157502,49,Male,White,south_asian,80
urn:li:member:49864683,69,Male,White,celtic_english,1284
urn:li:member:10576542,44,Male,White,celtic_english,1994
urn:li:member:6521347,53,Male,White,european,956
urn:li:member:218080898,42,Female,White,celtic_english,775
urn:li:member:13461633,53,Male,White,celtic_english,445
urn:li:member:367911783,11,Female,White,hispanic,122
urn:li:member:88631286,40,Male,White,celtic_english,511
urn:li:member:19063670,25,Male,White,european,1059
urn:li:member:10770184,46,Male,White,celtic_english,889
urn:li:member:235720979,45,Male,White,south_asian,1433
urn:li:member:3869281,33,Male,White,jewish,939
urn:li:member:521202,33,Male,White,nordic,1927
urn:li:member:1586144,41,Male,White,hispanic,2021
urn:li:member:1816682,37,Male,Asian,hispanic,716
urn:li:member:433935944,37,Female,White,hispanic,1040
urn:li:member:174613610,46,Female,White,european,281
urn:li:member:2793343,56,Male,Asian,east_asian,631
urn:li:member:53410854,49,Female,White,hispanic,479
urn:li:member:108794353,32,Male,White,european,241
urn:li:member:38031815,46,Female,Asian,east_asian,343
urn:li:member:40632410,43,Male,White,celtic_english,442
urn:li:member:5124898,43,Female,White,european,429
urn:li:member:39360464,20,Female,Asian,east_asian,824
urn:li:member:31690583,31,Male,Black,south_asian,578
urn:li:member:11003320,55,Male,White,celtic_english,392
urn:li:member:58264369,58,Male,White,celtic_english,417
urn:li:member:119559080,30,Male,Asian,south_asian,2456
urn:li:member:182695976,38,Male,White,celtic_english,395
urn:li:member:26253060,43,Male,White,south_asian,768
urn:li:member:179762494,49,Female,White,hispanic,282
urn:li:member:55254761,33,Female,Black,south_asian,1489
urn:li:member:886530,40,Male,White,celtic_english,1167
urn:li:member:642068,44,Male,White,european,328
urn:li:member:8334911,52,Male,White,celtic_english,588
urn:li:member:29387918,41,Male,White,muslim,644
urn:li:member:5515460,46,Male,Black,celtic_english,1197
urn:li:member:54205514,39,Female,White,european,609
urn:li:member:296577,42,Male,White,hispanic,1461
urn:li:member:46250733,51,Male,White,hispanic,259
urn:li:member:200680869,40,Male,White,hispanic,448
urn:li:member:46015168,48,Male,White,celtic_english,381
urn:li:member:11218125,56,Male,White,european,647
urn:li:member:70837989,31,Male,White,hispanic,803
urn:li:member:10778150,48,Female,White,celtic_english,1809
urn:li:member:238586,64,Male,White,european,2964
urn:li:member:182915935,27,Female,Asian,east_asian,311
urn:li:member:42940656,52,Female,White,celtic_english,355
urn:li:member:13232307,52,Male,White,european,2450
urn:li:member:23429993,46,Male,White,celtic_english,236
urn:li:member:11369185,45,Male,White,european,276
urn:li:member:192389199,43,Male,White,south_asian,516
urn:li:member:47410858,56,Female,White,hispanic,648
urn:li:member:209008364,31,Male,White,hispanic,628
urn:li:member:63148257,63,Male,White,celtic_english,391
urn:li:member:24912528,43,Male,White,south_asian,800
urn:li:member:5259424,37,Male,White,muslim,682
urn:li:member:7864157,46,Male,White,celtic_english,967
urn:li:member:13120240,40,Male,Black,european,1734
urn:li:member:1104458,51,Male,Asian,south_asian,976
urn:li:member:97418263,28,Female,Asian,east_asian,211
urn:li:member:5124607,47,Male,White,south_asian,975
urn:li:member:132393947,36,Male,White,hispanic,538
urn:li:member:168029971,56,Male,White,european,585
urn:li:member:102421809,32,Male,Black,south_asian,1183
urn:li:member:54790705,58,Female,Asian,european,707
urn:li:member:50163647,29,Male,Black,south_asian,405
urn:li:member:77878947,46,Male,White,celtic_english,609
urn:li:member:19831468,45,Male,Black,south_asian,958
urn:li:member:15845277,38,Male,White,south_asian,826
urn:li:member:24244013,31,Male,White,south_asian,330
urn:li:member:82106648,43,Male,White,celtic_english,192
urn:li:member:1771674,49,Male,Black,european,640
urn:li:member:21184138,44,Male,White,hispanic,1111
urn:li:member:58755233,29,Male,White,european,479
urn:li:member:65216733,34,Male,White,hispanic,0
urn:li:member:12369328,49,Male,White,european,571
urn:li:member:10521607,52,Male,White,celtic_english,654
urn:li:member:91169458,42,Female,Black,east_asian,193
urn:li:member:4175826,34,Male,White,south_asian,440
urn:li:member:51964852,43,Male,Asian,muslim,1030
urn:li:member:143417945,58,Female,White,celtic_english,117
urn:li:member:199679050,32,Male,Asian,east_asian,154
urn:li:member:923436,28,Male,Asian,celtic_english,1828
urn:li:member:185719776,35,Male,Black,muslim,4989
urn:li:member:237568604,39,Female,White,celtic_english,269
urn:li:member:13963437,49,Female,White,celtic_english,888
urn:li:member:26781429,61,Male,Black,south_asian,1448
urn:li:member:2599855,50,Male,White,european,278
urn:li:member:14626630,49,Male,Asian,celtic_english,373
urn:li:member:13510660,36,Male,White,muslim,632
urn:li:member:96841944,47,Female,Asian,celtic_english,1599
urn:li:member:50412133,28,Female,White,south_asian,1008
urn:li:member:1074966,56,Female,White,hispanic,1184
urn:li:member:2843221,50,Female,Black,hispanic,565
urn:li:member:161593037,45,Female,White,hispanic,406
urn:li:member:7898886,30,Female,White,celtic_english,2075
urn:li:member:37753031,48,Male,White,south_asian,2027
urn:li:member:1998158,55,Female,White,hispanic,699
urn:li:member:1265711,33,Male,White,muslim,453
urn:li:member:41672773,46,Male,White,hispanic,1693
urn:li:member:13576022,44,Male,White,celtic_english,708
urn:li:member:13145944,62,Male,White,hispanic,798
urn:li:member:91105293,43,Female,White,hispanic,447
urn:li:member:94478973,51,Male,White,celtic_english,310
urn:li:member:92776209,47,Male,White,celtic_english,1154
urn:li:member:102619694,23,Male,White,celtic_english,1249
urn:li:member:12654194,45,Male,White,hispanic,588
urn:li:member:4461107,61,Male,White,celtic_english,3065
urn:li:member:54995733,26,Female,Asian,east_asian,355
urn:li:member:124792186,38,Female,White,european,252
urn:li:member:127644,51,Male,White,celtic_english,2652
urn:li:member:29769759,50,Male,Asian,celtic_english,242
urn:li:member:49997062,56,Male,White,european,325
urn:li:member:129988188,42,Male,White,celtic_english,285
urn:li:member:4039881,54,Male,Black,celtic_english,1768
urn:li:member:66572338,48,Female,White,celtic_english,227
urn:li:member:20449552,46,Female,White,celtic_english,307
urn:li:member:88413338,41,Male,Asian,celtic_english,479
urn:li:member:19489810,46,Male,White,muslim,272
urn:li:member:231155019,46,Female,White,hispanic,1078
urn:li:member:99697058,46,Female,White,celtic_english,1603
urn:li:member:85563587,27,Male,White,south_asian,403
urn:li:member:82113132,38,Male,White,south_asian,1013
urn:li:member:42942263,31,Male,White,celtic_english,469
urn:li:member:47003631,46,Male,White,european,2066
urn:li:member:92617603,39,Male,White,celtic_english,654
urn:li:member:83967105,28,Female,Asian,celtic_english,600
urn:li:member:83997724,44,Male,White,celtic_english,1645
urn:li:member:156967901,48,Male,White,celtic_english,351
urn:li:member:15853443,37,Male,Black,european,938
urn:li:member:5116404,44,Female,White,celtic_english,759
urn:li:member:1008802,41,Female,Asian,east_asian,416
urn:li:member:398132561,36,Male,White,south_asian,786
urn:li:member:147771465,47,Male,Asian,celtic_english,209
urn:li:member:19414226,37,Female,White,celtic_english,309
urn:li:member:11138662,26,Male,White,south_asian,0
urn:li:member:788431,64,Male,White,celtic_english,1105
urn:li:member:7900072,47,Male,White,celtic_english,387
urn:li:member:150357754,52,Female,White,celtic_english,487
urn:li:member:7072738,33,Male,White,celtic_english,501
urn:li:member:7348713,46,Male,White,european,328
urn:li:member:68314991,37,Male,Asian,european,398
urn:li:member:102929469,23,Male,Asian,east_asian,528
urn:li:member:2822975,65,Male,Black,european,878
urn:li:member:101263761,60,Male,White,east_asian,269
urn:li:member:576330237,49,Female,White,celtic_english,118
urn:li:member:51078451,40,Male,Asian,east_asian,1644
urn:li:member:77845377,29,Female,White,celtic_english,355
urn:li:member:2679145,47,Male,White,european,1658
urn:li:member:629880,22,Male,Asian,european,3054
urn:li:member:85471602,36,Male,Asian,muslim,444
urn:li:member:768721,52,Male,White,european,1094
urn:li:member:32532474,42,Male,White,south_asian,0
urn:li:member:5461361,29,Male,White,european,654
urn:li:member:27235143,37,Female,Asian,south_asian,1235
urn:li:member:13197668,43,Male,White,south_asian,715
urn:li:member:154404147,48,Female,White,celtic_english,835
urn:li:member:185257142,29,Male,Asian,south_asian,130
urn:li:member:54731697,45,Male,Asian,east_asian,1162
urn:li:member:5715704,46,Male,White,hispanic,2800
urn:li:member:27519181,39,Male,White,celtic_english,750
urn:li:member:181459786,44,Male,White,muslim,1094
urn:li:member:4263331,38,Male,White,celtic_english,1485
urn:li:member:12496347,49,Male,White,celtic_english,641
urn:li:member:83400482,44,Male,White,celtic_english,1050
