m_urn,emo_anger,emo_disgust,emo_fear,emo_happiness,emo_neutral,emo_sadness,emo_surprise
urn:li:member:2721549,0.003,0.136,0.006,0.233,99.61,0.003,0.007
urn:li:member:23017207,0.0,0.0,0.0,1.363,98.632,0.0,0.005
urn:li:member:28589885,0.012,0.11,0.022,99.831,0.001,0.001,0.023
urn:li:member:71886237,0.076,26.623,1.166,7.626,61.968,1.643,0.896
urn:li:member:2292779,0.001,1.574,0.149,98.271,0.004,0.001,0.001
urn:li:member:41785986,0.01,0.01,0.916,24.069,74.973,0.01,0.011
urn:li:member:78275732,0.14,0.002,0.002,99.817,0.008,0.005,0.027
urn:li:member:84161476,1.859,0.02,0.02,0.803,96.464,0.08,0.753
urn:li:member:36194228,0.022,26.58,0.003,73.344,0.01,0.039,0.003
urn:li:member:4134037,0.001,0.001,0.001,0.052,99.857,0.001,0.089
urn:li:member:159131901,79.242,18.014,0.072,2.62,0.016,0.012,0.024
urn:li:member:59976346,0.0,0.001,0.0,99.963,0.036,0.0,0.0
urn:li:member:2115654,0.001,0.001,0.001,99.567,0.362,0.001,0.068
urn:li:member:129670336,0.013,0.0,0.01,99.975,0.0,0.002,0.0
urn:li:member:15432986,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:4342790,0.02,6.877,0.021,92.848,0.011,0.008,0.215
urn:li:member:10570899,0.007,0.031,0.007,99.561,0.318,0.011,0.065
urn:li:member:1986699,0.0,0.001,0.006,99.994,0.0,0.0,0.0
urn:li:member:63132784,0.047,1.773,0.049,70.756,25.821,1.508,0.047
urn:li:member:38141030,0.257,0.001,0.003,99.737,0.001,0.001,0.001
urn:li:member:1947676,0.0,0.0,0.024,99.975,0.0,0.0,0.0
urn:li:member:2086572,0.373,9.387,0.083,0.221,88.884,0.969,0.083
urn:li:member:12456756,0.0,0.0,0.013,99.986,0.0,0.0,0.0
urn:li:member:174512869,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:55462473,0.001,0.014,0.001,99.959,0.021,0.002,0.002
urn:li:member:5118,0.003,0.006,0.01,0.098,99.735,0.002,0.147
urn:li:member:75825695,0.001,0.075,0.012,99.905,0.004,0.001,0.002
urn:li:member:46212446,0.103,0.088,0.325,4.676,94.452,0.088,0.268
urn:li:member:1281872,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:35699263,0.042,0.016,0.016,99.257,0.016,0.092,0.562
urn:li:member:110884914,0.0,0.0,0.0,0.003,99.997,0.0,0.0
urn:li:member:23514192,0.0,0.001,0.001,99.976,0.023,0.0,0.0
urn:li:member:2639571,0.32,0.149,0.669,3.19,95.058,0.126,0.488
urn:li:member:4157656,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:7439894,0.002,0.01,0.006,99.978,0.001,0.001,0.001
urn:li:member:25397747,1.461,2.323,0.487,7.494,7.247,0.487,80.5
urn:li:member:66459233,0.004,0.003,0.003,98.294,0.047,1.63,0.018
urn:li:member:1004656,0.0,0.0,0.0,99.928,0.071,0.001,0.0
urn:li:member:13814073,0.032,1.089,0.032,96.432,2.049,0.071,0.294
urn:li:member:5541253,0.025,0.023,2.116,0.01,3.577,94.244,0.006
urn:li:member:24056557,0.001,8.357,0.001,91.627,0.006,0.004,0.004
urn:li:member:59339698,1.65,0.006,0.006,10.754,87.566,0.012,0.006
urn:li:member:19059211,1.943,0.424,0.007,97.602,0.007,0.007,0.011
urn:li:member:5386751,0.001,0.115,0.001,99.873,0.001,0.009,0.001
urn:li:member:6845595,0.991,7.206,0.828,81.829,3.783,0.142,5.221
urn:li:member:53646189,0.0,0.045,0.0,99.955,0.0,0.0,0.0
urn:li:member:7599106,0.001,0.001,0.055,99.942,0.001,0.001,0.001
urn:li:member:12717537,0.001,0.01,0.005,99.901,0.001,0.079,0.003
urn:li:member:1527263,0.028,2.798,0.028,85.77,10.897,0.028,0.45
urn:li:member:168288041,0.0,0.006,0.0,99.994,0.0,0.0,0.0
urn:li:member:48514732,0.036,0.001,0.001,88.034,11.924,0.003,0.001
urn:li:member:5931905,0.021,2.349,0.375,86.132,0.021,10.837,0.265
urn:li:member:7555555,0.046,0.119,0.013,25.261,74.5,0.047,0.013
urn:li:member:83793949,0.035,0.0,0.0,99.964,0.0,0.0,0.0
urn:li:member:232984375,0.027,0.0,0.0,99.972,0.001,0.0,0.0
urn:li:member:71667449,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:11267108,0.039,1.631,0.205,98.064,0.021,0.02,0.02
urn:li:member:58406012,0.006,0.001,0.001,99.518,0.003,0.471,0.001
urn:li:member:15750679,0.001,0.001,0.001,0.407,88.454,0.002,11.135
urn:li:member:18438668,0.001,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:1573820,0.0,0.0,0.006,99.992,0.0,0.0,0.001
urn:li:member:8495539,0.002,2.544,0.002,97.316,0.134,0.002,0.002
urn:li:member:6086538,0.001,0.002,0.0,99.996,0.0,0.0,0.0
urn:li:member:119307849,0.002,0.003,0.023,99.924,0.036,0.01,0.002
urn:li:member:41229312,1.655,0.055,0.055,0.133,18.69,78.649,0.764
urn:li:member:99582320,0.0,0.0,0.0,0.001,99.999,0.0,0.0
urn:li:member:213814082,0.0,0.126,0.01,99.863,0.0,0.001,0.0
urn:li:member:8129339,7.316,0.043,0.097,0.043,92.229,0.078,0.194
urn:li:member:17023544,0.0,0.0,0.0,91.834,8.164,0.0,0.0
urn:li:member:53808730,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:74400536,0.002,0.128,0.006,0.205,99.638,0.019,0.002
urn:li:member:13009707,0.0,0.016,0.0,99.984,0.0,0.0,0.0
urn:li:member:19188364,0.0,0.0,0.0,99.995,0.005,0.0,0.0
urn:li:member:5434,0.045,17.376,0.028,81.494,0.776,0.028,0.253
urn:li:member:12007543,0.05,9.566,0.011,89.934,0.016,0.412,0.011
urn:li:member:238501618,0.001,0.014,0.002,98.917,0.987,0.001,0.077
urn:li:member:4513542,0.003,0.027,0.003,94.418,5.538,0.003,0.009
urn:li:member:12533720,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:264270582,0.001,0.0,0.0,99.997,0.001,0.001,0.0
urn:li:member:2104500,0.011,0.023,0.008,99.955,0.001,0.001,0.001
urn:li:member:58396150,0.903,0.0,0.0,99.078,0.0,0.0,0.018
urn:li:member:126257659,0.044,0.044,0.164,14.377,84.296,0.991,0.084
urn:li:member:232647044,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:13346713,0.006,1.201,0.013,98.718,0.006,0.048,0.007
urn:li:member:5409999,0.002,0.002,0.006,13.077,86.87,0.042,0.002
urn:li:member:18598030,13.644,17.435,0.091,0.052,49.68,18.997,0.101
urn:li:member:13304995,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:24759616,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:82568843,0.061,33.652,0.061,1.04,1.333,0.928,62.924
urn:li:member:15554701,0.008,0.04,0.007,7.404,92.513,0.007,0.021
urn:li:member:4814406,0.955,0.167,1.113,0.33,72.873,20.453,4.109
urn:li:member:1333651,0.001,0.001,0.001,99.983,0.004,0.009,0.001
urn:li:member:2065270,0.005,0.03,1.298,98.18,0.477,0.005,0.005
urn:li:member:13572025,0.0,0.0,0.0,99.995,0.005,0.0,0.0
urn:li:member:921674,0.483,0.025,93.018,6.156,0.025,0.261,0.033
urn:li:member:141314397,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:49828720,0.0,0.0,0.001,99.995,0.003,0.0,0.0
urn:li:member:4135122,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:23864509,0.461,0.013,1.369,97.851,0.023,0.013,0.271
urn:li:member:17726185,0.044,6.399,0.014,93.106,0.309,0.014,0.113
urn:li:member:49279840,0.0,0.0,0.0,99.855,0.145,0.0,0.0
urn:li:member:16868668,0.0,0.0,0.0,99.977,0.0,0.017,0.006
urn:li:member:216417323,0.438,0.001,0.001,0.006,99.553,0.001,0.002
urn:li:member:582039461,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:248402408,0.003,0.008,0.0,99.988,0.0,0.0,0.001
urn:li:member:6519998,0.954,1.068,0.354,88.064,3.089,0.154,6.317
urn:li:member:88817138,0.0,0.0,0.0,99.991,0.003,0.006,0.0
urn:li:member:17823915,0.0,0.025,0.0,99.926,0.0,0.0,0.048
urn:li:member:436142222,0.054,5.126,0.054,71.351,19.031,4.317,0.068
urn:li:member:46083052,0.103,0.01,0.01,4.417,95.344,0.106,0.01
urn:li:member:146332528,0.116,0.058,0.067,52.222,45.045,0.306,2.187
urn:li:member:5387149,1.08,10.445,4.183,54.445,27.088,0.484,2.275
urn:li:member:11871187,0.0,0.001,0.0,99.884,0.115,0.0,0.0
urn:li:member:957813,9.725,0.095,0.012,1.365,88.779,0.012,0.012
urn:li:member:3141335,0.001,0.0,0.071,99.924,0.0,0.0,0.004
urn:li:member:60353264,0.068,0.201,0.021,99.26,0.021,0.367,0.061
urn:li:member:184783554,0.012,0.012,0.012,96.859,0.128,2.568,0.41
urn:li:member:6065199,0.0,0.001,0.0,99.999,0.0,0.0,0.0
urn:li:member:191153652,0.0,0.0,0.002,0.011,99.985,0.001,0.001
urn:li:member:91009,2.867,0.048,0.048,88.296,8.624,0.061,0.056
urn:li:member:51712067,0.164,0.053,1.537,1.383,96.689,0.122,0.053
urn:li:member:53117033,0.001,0.369,0.003,99.623,0.001,0.001,0.001
urn:li:member:46767403,0.01,0.056,0.01,89.269,10.613,0.012,0.03
urn:li:member:2900386,0.519,0.015,0.012,99.424,0.004,0.021,0.004
urn:li:member:51172231,0.013,0.015,0.366,0.922,97.054,0.013,1.618
urn:li:member:100186071,31.85,0.094,18.915,0.127,21.703,0.094,27.218
urn:li:member:256047,0.005,0.005,0.024,0.091,12.975,0.005,86.894
urn:li:member:37403550,2.558,0.027,0.028,96.728,0.113,0.519,0.027
urn:li:member:94410892,0.008,0.001,0.005,99.984,0.001,0.001,0.002
urn:li:member:96968874,0.003,0.009,0.094,97.436,2.448,0.007,0.003
urn:li:member:113625699,0.011,0.011,0.46,96.145,0.059,3.199,0.116
urn:li:member:208443822,0.029,0.02,0.018,98.812,0.319,0.783,0.018
urn:li:member:1320995,0.0,0.119,0.003,99.877,0.0,0.0,0.001
urn:li:member:46689989,0.0,0.0,0.001,99.998,0.0,0.0,0.0
urn:li:member:4697097,0.267,0.002,0.002,99.503,0.224,0.002,0.002
urn:li:member:104482367,0.0,0.0,0.0,99.864,0.136,0.0,0.0
urn:li:member:67069239,0.0,0.0,0.0,99.905,0.094,0.0,0.0
urn:li:member:134661710,0.009,0.439,0.079,54.537,44.738,0.159,0.04
urn:li:member:25229148,0.04,0.055,3.068,96.819,0.004,0.004,0.009
urn:li:member:454403126,5.946,0.493,0.958,15.152,72.667,4.291,0.493
urn:li:member:48529143,0.085,0.845,0.085,81.964,13.671,0.181,3.169
urn:li:member:17884078,0.0,0.0,0.001,99.999,0.0,0.0,0.0
urn:li:member:61692582,0.003,0.046,0.004,99.932,0.001,0.001,0.011
urn:li:member:12402014,0.206,0.025,0.354,16.205,0.025,0.145,83.039
urn:li:member:135040747,0.0,0.0,0.0,99.993,0.007,0.0,0.0
urn:li:member:53416106,0.025,0.014,0.008,2.188,97.621,0.133,0.01
urn:li:member:1778491,0.029,0.005,0.005,1.371,98.448,0.013,0.128
urn:li:member:9521970,0.002,0.035,0.002,99.023,0.028,0.907,0.002
urn:li:member:95993740,0.001,0.001,0.001,2.288,97.703,0.001,0.005
urn:li:member:5041359,0.004,0.021,0.004,57.652,41.806,0.004,0.507
urn:li:member:156577077,0.007,0.007,11.948,82.949,4.341,0.714,0.033
urn:li:member:83303961,0.0,0.0,0.008,99.552,0.002,0.0,0.437
urn:li:member:95282546,0.0,0.044,0.0,99.955,0.0,0.001,0.0
urn:li:member:6120118,5.938,0.109,0.077,0.044,54.919,38.856,0.057
urn:li:member:107268366,0.034,0.034,3.121,93.257,0.775,2.718,0.062
urn:li:member:77329155,16.305,0.02,0.02,0.266,83.152,0.02,0.218
urn:li:member:106791688,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:117718532,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:17287,0.136,0.139,0.032,75.905,8.802,0.032,14.955
urn:li:member:107994440,0.0,0.005,0.0,99.968,0.0,0.026,0.0
urn:li:member:9418010,0.0,0.0,0.008,99.992,0.0,0.0,0.0
urn:li:member:5209041,0.526,0.02,0.035,99.199,0.181,0.02,0.02
urn:li:member:207939278,2.416,0.283,0.021,41.683,54.206,0.021,1.369
urn:li:member:86516457,0.012,0.012,0.119,50.659,49.173,0.012,0.012
urn:li:member:118063411,0.003,0.003,0.003,0.125,98.841,0.005,1.019
urn:li:member:10540734,0.478,0.053,0.474,75.958,7.825,15.159,0.053
urn:li:member:76067268,0.025,0.353,0.002,99.612,0.006,0.002,0.002
urn:li:member:91363126,0.201,93.933,0.122,5.394,0.111,0.201,0.037
urn:li:member:31856632,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:39666037,0.003,0.004,0.003,85.813,14.053,0.004,0.121
urn:li:member:2513456,0.0,0.018,0.001,99.977,0.003,0.0,0.0
urn:li:member:124141573,0.062,0.126,2.474,82.381,9.692,4.722,0.543
urn:li:member:1733085,0.854,8.309,0.881,88.976,0.089,0.089,0.802
urn:li:member:22686861,0.175,0.114,0.051,0.007,99.633,0.014,0.005
urn:li:member:37562204,0.0,0.001,0.0,99.999,0.0,0.0,0.0
urn:li:member:16843971,10.119,0.047,0.047,0.779,2.995,0.047,85.964
urn:li:member:13408482,0.001,0.001,0.001,95.682,4.315,0.0,0.0
urn:li:member:934098,0.041,0.012,0.012,98.776,0.959,0.012,0.187
urn:li:member:194843568,0.0,0.001,0.001,99.996,0.0,0.002,0.0
urn:li:member:42511324,0.0,0.001,0.0,99.997,0.0,0.0,0.002
urn:li:member:12815225,2.316,0.003,0.003,1.088,96.584,0.003,0.003
urn:li:member:25663591,17.515,0.021,0.01,0.013,16.871,65.56,0.01
urn:li:member:16450839,0.0,0.002,0.0,99.998,0.0,0.0,0.0
urn:li:member:4601735,0.428,0.025,0.014,33.532,65.899,0.014,0.088
urn:li:member:41914675,0.135,2.527,0.028,95.3,0.692,0.028,1.289
urn:li:member:194763270,0.0,99.617,0.029,0.353,0.0,0.0,0.001
urn:li:member:10672470,0.005,0.01,0.053,0.35,99.57,0.006,0.007
urn:li:member:162097518,0.0,0.0,0.0,99.996,0.0,0.0,0.003
urn:li:member:73559695,0.0,0.0,0.007,99.975,0.004,0.0,0.013
urn:li:member:63383259,0.0,0.0,0.0,99.888,0.056,0.0,0.055
urn:li:member:13321218,0.0,0.002,0.0,99.996,0.0,0.0,0.001
urn:li:member:92442813,0.028,0.001,0.001,99.926,0.042,0.001,0.001
urn:li:member:44967068,0.0,0.001,0.0,99.983,0.015,0.0,0.0
urn:li:member:6610272,0.0,0.0,0.002,99.997,0.0,0.0,0.0
urn:li:member:3700142,0.316,0.195,0.009,97.487,1.941,0.044,0.009
urn:li:member:10294125,29.674,0.114,0.093,68.153,0.34,0.953,0.674
urn:li:member:21491521,0.022,0.103,0.009,99.213,0.04,0.607,0.007
urn:li:member:70513653,0.006,0.002,0.034,0.004,99.951,0.001,0.001
urn:li:member:15910636,0.002,0.002,0.088,0.004,99.746,0.002,0.158
urn:li:member:155482234,0.008,0.008,0.008,98.699,0.249,0.585,0.443
urn:li:member:100364440,0.346,0.04,0.055,19.647,79.193,0.672,0.048
urn:li:member:104913995,0.116,0.01,0.041,0.18,99.569,0.051,0.032
urn:li:member:67919555,0.014,0.057,0.53,96.91,0.014,0.014,2.46
urn:li:member:89186149,0.013,0.009,0.001,99.974,0.0,0.002,0.0
urn:li:member:11715923,0.174,0.176,0.126,83.005,10.56,1.876,4.083
urn:li:member:62999142,0.001,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:48274498,0.001,0.011,0.001,99.928,0.009,0.05,0.001
urn:li:member:1579215,0.099,0.099,0.099,58.257,21.504,0.146,19.795
urn:li:member:148455895,0.155,0.142,0.142,65.991,14.275,0.142,19.153
urn:li:member:22399520,0.001,0.0,0.008,99.962,0.0,0.026,0.002
urn:li:member:114103702,0.002,0.0,0.0,99.99,0.0,0.005,0.003
urn:li:member:23250009,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:1091456,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:65411814,0.001,0.001,0.002,99.976,0.008,0.01,0.001
urn:li:member:2118316,0.014,0.169,0.25,99.069,0.038,0.45,0.01
urn:li:member:313440818,0.009,0.848,0.668,1.071,0.034,97.366,0.004
urn:li:member:19038516,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:46360478,0.029,0.058,0.073,85.655,0.52,0.029,13.637
urn:li:member:17884849,0.0,0.0,0.135,0.11,99.753,0.0,0.002
urn:li:member:147696654,1.131,0.002,0.002,98.533,0.015,0.002,0.314
urn:li:member:44020525,0.061,0.077,0.017,95.755,3.912,0.034,0.144
urn:li:member:119881278,0.0,0.0,0.0,99.304,0.0,0.694,0.0
urn:li:member:28857665,0.624,1.23,0.302,7.286,17.852,72.629,0.077
urn:li:member:13579760,0.022,0.022,0.022,52.896,41.101,0.032,5.904
urn:li:member:204013936,0.072,2.745,0.152,93.701,1.97,0.322,1.039
urn:li:member:234286853,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:88071948,0.01,1.73,0.25,0.532,97.258,0.211,0.01
urn:li:member:148714430,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:108393432,0.103,0.789,0.103,96.087,0.209,2.298,0.412
urn:li:member:9493801,0.008,0.025,0.003,99.451,0.042,0.468,0.003
urn:li:member:116521101,0.001,0.003,0.013,99.804,0.176,0.001,0.001
urn:li:member:191525007,0.009,0.009,0.009,83.906,12.598,0.425,3.044
urn:li:member:36911667,0.001,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:21052456,0.011,0.052,0.161,78.038,21.717,0.011,0.011
urn:li:member:67790362,0.001,0.027,0.02,99.95,0.0,0.0,0.002
urn:li:member:269603542,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:277677822,0.011,0.035,0.45,93.365,6.07,0.057,0.011
urn:li:member:464224138,0.059,11.767,0.211,78.237,9.431,0.137,0.156
urn:li:member:6723744,0.0,0.001,0.0,99.983,0.015,0.0,0.001
urn:li:member:14425683,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:336595702,5.08,12.764,4.291,0.218,76.713,0.218,0.716
urn:li:member:106799800,0.0,0.0,0.015,99.984,0.001,0.0,0.0
urn:li:member:47367610,0.002,0.003,0.059,0.038,99.894,0.002,0.003
urn:li:member:296087870,0.0,0.014,0.0,99.985,0.0,0.0,0.0
urn:li:member:4857529,0.0,0.001,0.0,99.999,0.0,0.0,0.0
urn:li:member:1832999,0.023,1.613,0.023,97.112,1.142,0.063,0.023
urn:li:member:135371488,0.001,0.001,0.001,0.241,99.218,0.006,0.53
urn:li:member:278883253,0.002,0.267,0.002,98.976,0.73,0.002,0.021
urn:li:member:21528504,0.005,0.012,0.024,99.135,0.761,0.004,0.058
urn:li:member:34354741,0.025,0.025,0.025,90.516,9.148,0.025,0.238
urn:li:member:74388055,1.062,0.054,0.054,86.708,1.849,0.054,10.221
urn:li:member:1334566,0.003,0.001,0.001,99.994,0.001,0.001,0.001
urn:li:member:42416961,0.0,0.0,0.001,84.329,0.0,15.669,0.0
urn:li:member:25227672,0.0,0.0,0.0,99.991,0.0,0.006,0.002
urn:li:member:127837369,0.0,0.0,0.0,99.651,0.349,0.0,0.0
urn:li:member:111252,0.004,0.004,0.248,99.41,0.216,0.015,0.102
urn:li:member:3326923,0.021,0.007,0.007,99.136,0.753,0.065,0.011
urn:li:member:79695891,0.0,0.001,0.0,0.098,99.901,0.0,0.0
urn:li:member:4867463,0.125,0.005,0.038,99.739,0.083,0.005,0.005
urn:li:member:130734799,0.03,0.003,0.005,0.607,99.206,0.003,0.146
urn:li:member:7649453,0.001,0.234,0.013,99.673,0.001,0.075,0.002
urn:li:member:68237925,0.001,0.0,0.0,99.994,0.004,0.0,0.0
urn:li:member:178786981,0.004,0.019,0.013,16.817,83.14,0.004,0.004
urn:li:member:23762963,0.078,0.206,0.023,1.116,93.536,0.026,5.016
urn:li:member:27383,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:11575763,0.054,0.738,0.015,6.1,93.061,0.015,0.015
urn:li:member:98804510,0.018,0.04,0.055,0.832,93.382,0.049,5.624
urn:li:member:12961256,0.0,0.002,0.001,99.994,0.0,0.002,0.0
urn:li:member:167962815,0.001,0.01,0.003,99.984,0.001,0.001,0.001
urn:li:member:6194275,0.0,0.0,0.0,80.424,19.575,0.0,0.001
urn:li:member:39120428,0.005,0.001,0.023,46.242,53.72,0.001,0.007
urn:li:member:10057989,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:15951535,0.019,0.008,0.006,10.72,89.171,0.006,0.07
urn:li:member:485870,0.0,0.001,0.0,99.999,0.0,0.0,0.0
urn:li:member:138765130,0.002,0.001,0.003,99.98,0.009,0.001,0.002
urn:li:member:516321,0.015,43.246,0.14,55.568,0.47,0.547,0.015
urn:li:member:211379713,0.004,0.0,0.0,99.992,0.0,0.004,0.0
urn:li:member:61104246,0.045,30.465,0.045,45.182,23.681,0.045,0.537
urn:li:member:8656218,94.992,0.026,4.268,0.555,0.098,0.026,0.036
urn:li:member:3002666,0.007,0.0,0.0,0.003,99.911,0.001,0.078
urn:li:member:5948573,0.063,0.004,2.957,96.929,0.034,0.01,0.004
urn:li:member:78038580,0.006,0.104,0.006,62.338,0.082,37.46,0.006
urn:li:member:83137209,0.0,0.0,0.0,0.3,99.7,0.0,0.0
urn:li:member:13268818,0.268,5.071,0.053,92.096,0.109,2.168,0.233
urn:li:member:319268760,0.0,0.0,0.0,99.997,0.0,0.0,0.003
urn:li:member:102140439,0.003,0.022,0.003,90.138,9.82,0.004,0.011
urn:li:member:19075757,8.055,0.489,0.28,6.921,73.508,3.108,7.637
urn:li:member:331926451,0.001,0.001,0.001,99.785,0.196,0.001,0.017
urn:li:member:55662985,0.022,0.167,46.567,44.086,0.033,0.022,9.102
urn:li:member:4318107,0.0,0.0,0.0,99.968,0.032,0.0,0.0
urn:li:member:4974923,0.01,1.088,0.161,86.106,12.076,0.549,0.011
urn:li:member:25398648,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:83510994,2.225,24.311,34.385,12.043,22.876,3.243,0.916
urn:li:member:599216809,0.0,0.003,0.001,99.97,0.012,0.013,0.0
urn:li:member:81879806,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:95183803,0.121,0.121,0.607,63.659,10.295,13.619,11.578
urn:li:member:5849137,0.0,0.0,0.0,99.999,0.0,0.001,0.0
urn:li:member:1568707,0.002,0.0,0.0,0.001,99.99,0.007,0.0
urn:li:member:236010,0.003,0.007,0.003,99.983,0.004,0.001,0.001
urn:li:member:8682150,0.0,1.188,0.002,98.806,0.003,0.0,0.0
urn:li:member:4063963,0.175,4.179,0.012,0.657,94.894,0.069,0.014
urn:li:member:12332215,0.053,0.003,0.003,99.627,0.186,0.003,0.126
urn:li:member:2700771,0.114,0.016,0.011,68.685,31.152,0.011,0.011
urn:li:member:17732260,77.859,7.561,0.112,0.04,14.35,0.039,0.039
urn:li:member:48490982,2.854,1.233,1.054,0.032,94.782,0.023,0.023
urn:li:member:61845392,0.007,0.007,0.075,92.384,7.434,0.007,0.086
urn:li:member:67202358,0.006,0.002,0.002,99.92,0.017,0.004,0.048
urn:li:member:8855879,0.0,0.0,0.0,99.924,0.074,0.002,0.0
urn:li:member:3592257,0.02,10.999,0.002,0.012,88.754,0.002,0.211
urn:li:member:8269376,0.001,0.0,0.001,98.017,1.98,0.001,0.0
urn:li:member:137266992,0.0,0.011,0.002,99.986,0.0,0.0,0.001
urn:li:member:33579606,0.051,0.127,0.051,13.246,79.598,6.875,0.051
urn:li:member:420201,0.0,0.0,0.001,99.996,0.0,0.002,0.0
urn:li:member:41860550,0.004,0.0,0.0,99.96,0.036,0.0,0.0
urn:li:member:1399921,0.002,0.019,0.002,99.902,0.002,0.002,0.07
urn:li:member:57507159,4.433,0.017,0.017,25.974,69.526,0.017,0.017
urn:li:member:57777989,0.016,3.667,0.016,9.139,87.124,0.016,0.021
urn:li:member:51449405,0.275,0.219,0.051,95.084,3.982,0.051,0.338
urn:li:member:68331792,0.043,0.001,0.523,99.423,0.004,0.001,0.005
urn:li:member:53918454,0.027,0.027,0.027,26.675,68.632,3.499,1.113
urn:li:member:48103651,0.002,0.09,0.003,99.871,0.01,0.002,0.022
urn:li:member:7129864,0.453,0.0,0.0,99.545,0.0,0.001,0.0
urn:li:member:4536,0.004,0.143,0.004,82.618,17.217,0.004,0.009
urn:li:member:13122662,0.099,0.116,0.351,62.612,30.357,6.293,0.172
urn:li:member:5951554,0.049,0.41,0.049,0.353,87.951,0.094,11.094
urn:li:member:40011428,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:2601125,0.0,0.01,0.019,99.971,0.0,0.0,0.0
urn:li:member:1078001,0.008,0.005,0.005,0.022,99.846,0.095,0.02
urn:li:member:33557491,0.0,0.0,0.0,99.963,0.0,0.012,0.024
urn:li:member:82353408,0.002,0.001,0.0,99.997,0.0,0.0,0.0
urn:li:member:13804765,0.003,0.003,0.003,11.817,87.973,0.003,0.2
urn:li:member:20260316,0.003,1.024,0.0,98.972,0.0,0.0,0.0
urn:li:member:12116318,0.0,0.0,0.0,0.001,99.999,0.0,0.0
urn:li:member:1132275,0.004,0.025,0.001,99.921,0.042,0.004,0.003
urn:li:member:97752886,0.0,0.0,0.0,99.988,0.0,0.012,0.0
urn:li:member:25333917,0.0,0.0,0.0,99.998,0.0,0.0,0.001
urn:li:member:74928131,0.009,0.009,0.062,98.7,0.059,0.011,1.148
urn:li:member:52053978,1.833,67.416,0.07,2.85,26.248,0.107,1.477
urn:li:member:2526698,0.004,0.032,0.004,96.699,3.254,0.004,0.004
urn:li:member:6574385,0.0,0.001,0.0,0.172,99.821,0.0,0.005
urn:li:member:1582361,0.001,0.007,0.001,99.836,0.001,0.118,0.035
urn:li:member:12605975,0.004,0.004,0.004,0.411,99.014,0.004,0.557
urn:li:member:3550327,0.004,0.13,0.004,1.373,98.446,0.038,0.005
urn:li:member:7817680,0.0,0.04,0.0,99.96,0.0,0.0,0.0
urn:li:member:52612198,0.007,0.004,0.008,1.667,98.245,0.004,0.066
urn:li:member:83856473,14.755,0.006,0.38,84.832,0.006,0.006,0.015
urn:li:member:102326551,0.004,0.431,0.001,97.526,0.001,2.034,0.001
urn:li:member:4320593,0.019,2.963,0.005,0.011,0.006,96.993,0.004
urn:li:member:4065104,0.116,6.125,25.032,68.312,0.116,0.184,0.116
urn:li:member:20856644,0.006,0.825,0.006,98.987,0.074,0.082,0.019
urn:li:member:13380800,0.002,0.0,0.013,99.983,0.001,0.001,0.0
urn:li:member:55548556,0.004,0.193,0.004,0.006,99.625,0.163,0.006
urn:li:member:94739005,0.004,0.03,0.002,99.954,0.001,0.01,0.001
urn:li:member:11239949,0.0,0.0,0.0,0.001,99.954,0.001,0.044
urn:li:member:82337665,0.369,0.019,0.307,0.019,81.539,16.897,0.851
urn:li:member:1040662,0.0,0.0,0.0,99.998,0.0,0.0,0.0
urn:li:member:584955785,0.0,0.0,0.0,0.0,99.999,0.0,0.0
urn:li:member:47190121,0.003,0.001,0.001,99.935,0.001,0.052,0.007
